"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"860Z200US60910","ZCTA5 60910","218","null","159","null","138","null","3","null","2","null","0","null","0","null","7","null","9","null","59","null","51","null","6","null","0","null","0","null","0","null","2","null","0","null",
"860Z200US60911","ZCTA5 60911","511","null","413","null","393","null","2","null","1","null","1","null","0","null","0","null","16","null","98","null","91","null","2","null","0","null","0","null","0","null","2","null","3","null",
"860Z200US60912","ZCTA5 60912","213","null","162","null","149","null","7","null","0","null","1","null","0","null","1","null","4","null","51","null","48","null","1","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US60913","ZCTA5 60913","617","null","539","null","513","null","2","null","1","null","1","null","0","null","6","null","16","null","78","null","63","null","1","null","0","null","1","null","0","null","3","null","10","null",
"860Z200US60914","ZCTA5 60914","10263","null","7174","null","6383","null","236","null","11","null","136","null","0","null","104","null","304","null","3089","null","2074","null","680","null","7","null","55","null","1","null","92","null","180","null",
"860Z200US60915","ZCTA5 60915","4218","null","2583","null","2339","null","39","null","5","null","18","null","2","null","75","null","105","null","1635","null","1231","null","195","null","12","null","14","null","1","null","71","null","111","null",
"860Z200US60917","ZCTA5 60917","188","null","159","null","151","null","1","null","0","null","2","null","0","null","0","null","5","null","29","null","21","null","2","null","0","null","1","null","0","null","2","null","3","null",
"860Z200US60918","ZCTA5 60918","324","null","267","null","254","null","0","null","0","null","0","null","0","null","1","null","12","null","57","null","54","null","1","null","1","null","0","null","0","null","1","null","0","null",
"860Z200US60919","ZCTA5 60919","190","null","148","null","144","null","0","null","0","null","0","null","0","null","0","null","4","null","42","null","39","null","1","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US60920","ZCTA5 60920","65","null","43","null","40","null","0","null","0","null","1","null","0","null","0","null","2","null","22","null","20","null","0","null","0","null","0","null","1","null","0","null","1","null",
"860Z200US60921","ZCTA5 60921","601","null","406","null","389","null","0","null","1","null","0","null","0","null","6","null","10","null","195","null","170","null","6","null","0","null","1","null","0","null","5","null","13","null",
"860Z200US60922","ZCTA5 60922","900","null","709","null","657","null","9","null","2","null","3","null","1","null","4","null","33","null","191","null","172","null","6","null","0","null","0","null","0","null","2","null","11","null",
"860Z200US60924","ZCTA5 60924","661","null","512","null","495","null","2","null","2","null","0","null","0","null","0","null","13","null","149","null","144","null","1","null","2","null","0","null","0","null","0","null","2","null",
"860Z200US60926","ZCTA5 60926","29","null","27","null","26","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60927","ZCTA5 60927","853","null","659","null","638","null","2","null","0","null","0","null","1","null","0","null","18","null","194","null","182","null","0","null","0","null","0","null","0","null","2","null","10","null",
"860Z200US60928","ZCTA5 60928","282","null","232","null","222","null","1","null","0","null","0","null","0","null","0","null","9","null","50","null","47","null","0","null","0","null","0","null","0","null","0","null","3","null",
"860Z200US60929","ZCTA5 60929","288","null","212","null","205","null","2","null","1","null","0","null","0","null","1","null","3","null","76","null","72","null","0","null","0","null","0","null","0","null","0","null","4","null",
"860Z200US60930","ZCTA5 60930","314","null","249","null","241","null","1","null","1","null","0","null","0","null","0","null","6","null","65","null","60","null","0","null","0","null","0","null","0","null","0","null","5","null",
"860Z200US60931","ZCTA5 60931","218","null","185","null","176","null","2","null","0","null","1","null","0","null","1","null","5","null","33","null","31","null","0","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US60932","ZCTA5 60932","31","null","25","null","25","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60933","ZCTA5 60933","129","null","107","null","101","null","0","null","0","null","0","null","0","null","2","null","4","null","22","null","20","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US60934","ZCTA5 60934","98","null","90","null","89","null","0","null","0","null","0","null","0","null","0","null","1","null","8","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60935","ZCTA5 60935","387","null","341","null","327","null","1","null","0","null","0","null","0","null","2","null","11","null","46","null","41","null","3","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US60936","ZCTA5 60936","1875","null","1299","null","1244","null","1","null","5","null","6","null","0","null","11","null","32","null","576","null","532","null","7","null","1","null","1","null","0","null","6","null","29","null",
"860Z200US60938","ZCTA5 60938","824","null","602","null","535","null","1","null","3","null","1","null","0","null","38","null","24","null","222","null","194","null","1","null","2","null","0","null","0","null","15","null","10","null",
"860Z200US60939","ZCTA5 60939","16","null","15","null","15","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60940","ZCTA5 60940","1236","null","1007","null","942","null","5","null","4","null","5","null","0","null","17","null","34","null","229","null","200","null","3","null","0","null","0","null","0","null","6","null","20","null",
"860Z200US60941","ZCTA5 60941","750","null","557","null","539","null","1","null","2","null","0","null","0","null","1","null","14","null","193","null","183","null","3","null","0","null","0","null","0","null","3","null","4","null",
"860Z200US60942","ZCTA5 60942","2409","null","1639","null","1521","null","5","null","2","null","2","null","0","null","25","null","84","null","770","null","692","null","12","null","2","null","2","null","0","null","15","null","47","null",
"860Z200US60945","ZCTA5 60945","70","null","57","null","51","null","1","null","0","null","0","null","0","null","2","null","3","null","13","null","11","null","0","null","0","null","0","null","0","null","1","null","1","null",
"860Z200US60946","ZCTA5 60946","156","null","110","null","107","null","0","null","0","null","0","null","0","null","1","null","2","null","46","null","38","null","0","null","0","null","0","null","1","null","3","null","4","null",
"860Z200US60948","ZCTA5 60948","627","null","564","null","548","null","1","null","0","null","3","null","0","null","2","null","10","null","63","null","56","null","3","null","0","null","0","null","0","null","1","null","3","null",
"860Z200US60949","ZCTA5 60949","208","null","159","null","144","null","3","null","1","null","0","null","0","null","6","null","5","null","49","null","38","null","2","null","0","null","0","null","0","null","6","null","3","null",
"860Z200US60950","ZCTA5 60950","4809","null","3644","null","3422","null","33","null","7","null","18","null","0","null","42","null","122","null","1165","null","1035","null","35","null","1","null","6","null","1","null","36","null","51","null",
"860Z200US60951","ZCTA5 60951","335","null","286","null","273","null","2","null","0","null","1","null","1","null","2","null","7","null","49","null","44","null","0","null","0","null","0","null","0","null","1","null","4","null",
"860Z200US60952","ZCTA5 60952","250","null","215","null","202","null","1","null","0","null","0","null","0","null","2","null","10","null","35","null","33","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US60953","ZCTA5 60953","905","null","685","null","661","null","2","null","2","null","1","null","0","null","3","null","16","null","220","null","204","null","1","null","3","null","1","null","0","null","1","null","10","null",
"860Z200US60954","ZCTA5 60954","2311","null","1708","null","1498","null","35","null","7","null","6","null","0","null","78","null","84","null","603","null","441","null","53","null","4","null","2","null","0","null","49","null","54","null",
"860Z200US60955","ZCTA5 60955","639","null","520","null","390","null","0","null","1","null","2","null","0","null","64","null","63","null","119","null","78","null","5","null","0","null","0","null","0","null","21","null","15","null",
"860Z200US60956","ZCTA5 60956","60","null","45","null","42","null","0","null","1","null","0","null","0","null","1","null","1","null","15","null","10","null","1","null","1","null","1","null","0","null","2","null","0","null",
"860Z200US60957","ZCTA5 60957","2187","null","1606","null","1534","null","1","null","2","null","2","null","0","null","14","null","53","null","581","null","525","null","9","null","0","null","3","null","2","null","11","null","31","null",
"860Z200US60958","ZCTA5 60958","804","null","490","null","53","null","372","null","3","null","4","null","0","null","29","null","29","null","314","null","55","null","239","null","2","null","0","null","0","null","7","null","11","null",
"860Z200US60959","ZCTA5 60959","403","null","300","null","278","null","1","null","0","null","2","null","0","null","4","null","15","null","103","null","97","null","0","null","1","null","0","null","0","null","2","null","3","null",
"860Z200US60960","ZCTA5 60960","375","null","283","null","266","null","4","null","1","null","0","null","0","null","3","null","9","null","92","null","77","null","4","null","0","null","0","null","1","null","4","null","6","null",
"860Z200US60961","ZCTA5 60961","318","null","262","null","249","null","1","null","1","null","0","null","1","null","4","null","6","null","56","null","49","null","1","null","0","null","0","null","0","null","3","null","3","null",
"860Z200US60962","ZCTA5 60962","219","null","183","null","176","null","2","null","1","null","1","null","0","null","2","null","1","null","36","null","34","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US60963","ZCTA5 60963","676","null","499","null","479","null","4","null","0","null","1","null","0","null","1","null","14","null","177","null","165","null","4","null","0","null","2","null","1","null","1","null","4","null",
"860Z200US60964","ZCTA5 60964","1932","null","1506","null","1258","null","111","null","9","null","7","null","0","null","55","null","66","null","426","null","271","null","92","null","7","null","0","null","0","null","26","null","30","null",
"860Z200US60966","ZCTA5 60966","573","null","440","null","418","null","1","null","3","null","1","null","0","null","1","null","16","null","133","null","120","null","5","null","1","null","0","null","0","null","3","null","4","null",
